thread_title,thread_url,thread_author,thread_datetime,snippet,doctors,clinics,city
[問題] 北部眼袋手術醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1724037740.A.E7B,,2024-08-19T11:22:00,", 40 F 推儷人鍾醫師~我找他做眼袋內開不用貼 08/23 14:48 , 40 F → yunghungt 08/23 14:50,",推儷人鍾醫師,,
[問題] 北部眼袋手術醫師推薦,https://www.pttweb.cc/bbs/facelift/M.1724037740.A.E7B,,2024-08-19T11:22:00,", 46 F 黃永翰醫生推，我是君綺給他做眼袋內開 08/29 16:37 , 46 F → kiloisgo 08/29 16:37,",黃永翰醫生,,
[分享] 爸爸外開眼袋+割雙眼皮+提眼瞼肌手術心得,https://www.pttweb.cc/bbs/facelift/M.1722332737.A.975,,2024-07-30T17:45:00,會想送我爸去醫美是因為他的眼皮一年比一年鬆 眼袋一年又比一年大 尤其眼皮垂垂的都已經影響到視線了 兩年前還不覺得，因為當時我爸只是眼睛下垂而已，看起來覺得頗有親和力,,會想送我爸去醫美,
[分享] 爸爸外開眼袋+割雙眼皮+提眼瞼肌手術心得,https://www.pttweb.cc/bbs/facelift/M.1722332737.A.975,,2024-07-30T17:45:00,我們陪他去找醫生諮詢的時候，爸爸先講自己在意的部分 他提到除了眼袋之外，還覺得自己眼睛垂垂的，看起來很累，希望術後眼睛可以有神 醫生說我爸的眼袋脂肪較多跟皮層鬆弛的問題需要用外開的方式 另外他的眼皮已經垂到遮蔽視線的程度，需要割雙眼皮跟提眼瞼肌 改善眼皮鬆弛問題，跟讓眼睛變得有神 一聽到要動的地方很多，我爸有點害怕，怕手術失敗或是有後遺症 不過醫生解釋了手術做法和術後要注意的事情之後 讓爸爸有點卸下心防，決定安排手術,"我們陪他去找醫生,不過醫生",,
[心得] 牙套/齒槽骨手術/眼袋手術/鳳凰,https://www.pttweb.cc/bbs/facelift/M.1722110439.A.AFD,,2024-07-28T04:00:00,4、眼袋手術 後來才知道其實影響我最大的是眼袋！！ 齒槽骨兩個月後去做五合一眼袋 做完之後整個精神！！醫生做到化妝至少是可以遮住的程度，要完全平要再填充玻尿酸！ 我主打一個化妝淚溝可以遮住我就阿彌陀佛了。,,,
[新聞] 女密醫收3萬8動刀切眼袋 害女客人眼瞼外翻...判賠33萬,https://www.pttweb.cc/bbs/facelift/M.1721371943.A.3C2,,2024-07-19T14:52:00,台中阮姓女子無醫師資格，卻當起密醫開個人工作室收費 3萬8000元替喬姓女客做微整型 ，幫她切除眼袋、左右鼻咽，事後卻造成喬女雙側下眼瞼外翻 ，喬痛訴還得再找醫美矯正 、除疤，身心飽受折磨，對阮求償73萬多元；法院刑事依醫師法 判阮7月，民事判她應給 付喬33萬多元，可上訴。,"中阮姓女子無醫師,法院刑事依醫師",喬痛訴還得再找醫美,台中
[新聞] 女密醫收3萬8動刀切眼袋 害女客人眼瞼外翻...判賠33萬,https://www.pttweb.cc/bbs/facelift/M.1721371943.A.3C2,,2024-07-19T14:52:00,檢警調查，阮女（39歲）沒有合法醫師資格，2022年2月18日起透過自己經營的個人工作 室，以3萬8000元價格替喬姓女子做切眉、眼袋切除及左右鼻咽割除等微整形手術，還使 用醫師處方用藥麻醉，喬女術後不適報警提告。,沒有合法醫師,,
[新聞] 女密醫收3萬8動刀切眼袋 害女客人眼瞼外翻...判賠33萬,https://www.pttweb.cc/bbs/facelift/M.1721371943.A.3C2,,2024-07-19T14:52:00,喬女再提刑事附帶民事損害賠償，主張阮女替她手術後，造成自己雙側下眼瞼外翻等傷害 ，自己再去就醫，又去找醫美診所接受雙側下眼瞼外翻矯正及瞼板縮短重定位手術，後續 還有除疤費用。,,又去找醫美診所,
[問題] 眼袋遮不掉要打玻尿酸還是手術呢,https://www.pttweb.cc/bbs/facelift/M.1721103647.A.4FD,,2024-07-16T12:20:00,如題 眼袋真的是一輩子無解的問題 感覺最近越來越明顯 但打玻尿酸是不是要一直補打呢 這樣也好麻煩 我看有些醫美諮詢師 自己也有在打 好像每兩個月就要補一次 太燒了 各位會建議打玻尿酸就好 還是直接做手術處理呢 但我有點怕痛就是了…,,我看有些醫美,
[問題] 問眼袋回填淚溝效果?脂肪存活率好嗎?,https://www.pttweb.cc/bbs/facelift/M.1721101126.A.F3C,,2024-07-16T11:38:00,", 22 F 醫美做的,官網有很多眼袋轉位淚溝的 07/16 17:53 , 22 F → Sugarbonbon 07/16 17:53,",,,
[問題] 問眼袋回填淚溝效果?脂肪存活率好嗎?,https://www.pttweb.cc/bbs/facelift/M.1721101126.A.F3C,,2024-07-16T11:38:00,", 28 F 我是給極緻杜醫師做眼袋內開，也順便 07/19 14:07 , 28 F → wellknowing 07/19 14:07,",我是給極緻杜醫師,,
[問題] 如一整形外科眼袋已刪文,https://www.pttweb.cc/bbs/facelift/M.1720771760.A.7FA,,2024-07-12T16:09:00,想請問版上水水們 有人去給蕭醫生做過眼袋內開嗎？ 不曉得評價如何？,有人去給蕭醫生,,
[問題] 眼袋外開疤痕問題請益,https://www.pttweb.cc/bbs/facelift/M.1720593595.A.06A,,2024-07-10T14:39:00,目前超過一個月了， 爬文了好多外開的人， 好像都沒有像我眼尾的那條疤， 應該是說好像大家都沒逢到那麼外面去？ 不知我這樣是正常的嗎？ 目前腫脹感恢復的還好， 但就是眼角這個疤痕一直很明顯， 不知該怎麼辦， 醫生是沒有說要塗什麼東西， 但我真的很懷疑這麼大的逢線的疤痕會消的掉嗎?? 不知有沒有什麼建議可以給我。 謝謝。 ----- Sent from JPTT on my iPhone,,,
[分享] 不後悔的的眼袋手術，恢復期超短,https://www.pttweb.cc/bbs/facelift/M.1720162186.A.CD7,,2024-07-05T14:49:00,因緣際會下遇到了幫我做眼袋手術的醫生，一開始我也還是堅持著眼下的肥肥一條是臥蠶， 完全不知道自己有眼袋與淚溝跟凹陷，後來醫生請我做幾個表情後，要我照著鏡子，邊說邊 對我指出哪邊是臥蠶、眼袋、淚溝、跟臉頰，瞬間才驚覺，我錯愛的臥蠶某部分竟然是眼袋 跟淚溝，聽完專業的解說後完，便預約手術日期。,"做眼袋手術的醫生,後來醫生",,
[分享] 不後悔的的眼袋手術，恢復期超短,https://www.pttweb.cc/bbs/facelift/M.1720162186.A.CD7,,2024-07-05T14:49:00,所以，如果你也有跟我有一樣相同困惑；或是不小心把眼袋誤以為臥蠶，但找不出疲態的原 因的話，建議你們可以交給專業的醫師問看看，真心推薦，找回自己青春的樣貌真的很開心 ！！,以交給專業的醫師,,
[分享] 不後悔的的眼袋手術，恢復期超短,https://www.pttweb.cc/bbs/facelift/M.1720162186.A.CD7,,2024-07-05T14:49:00,", 76 F 想詢問醫生和價格 謝謝你 07/11 20:31 , 76 F 沒想到蠻多人詢問的，這年頭好像大家對於外表也越來越重視！ 分享我的醫生是尚水美博的詹東峻醫師，手術除了拿掉眼袋還有補脂類溝跟臉頰，有睡眠麻 ，費用是七萬多","想詢問醫生,分享我的醫生,美博的詹東峻醫師",,
[問題] 求中部眼袋手術推薦,https://www.pttweb.cc/bbs/facelift/M.1719979703.A.84F,,2024-07-03T12:08:00,如果醫師說要補淚溝大家會順便補嗎 之前在台北有被建議過補淚溝加蘋果肌看起來會更順,如果醫師,,台北
[問題] 求中部眼袋手術推薦,https://www.pttweb.cc/bbs/facelift/M.1719979703.A.84F,,2024-07-03T12:08:00,", 1 F 格嘉的醫生不太會硬推補脂肪 07/03 13:21 , 1 F → preppie 07/03 13:22,",格嘉的醫生,,
[問題] 求中部眼袋手術推薦,https://www.pttweb.cc/bbs/facelift/M.1719979703.A.84F,,2024-07-03T12:08:00,", 30 F 瀚醫生，眼袋做的挺好的，恢復時間大 07/26 10:48 , 30 F → h233332000 07/26 10:48,",,,
[心得] 醫美小白的眼袋心得,https://www.pttweb.cc/bbs/facelift/M.1719903441.A.EFB,,2024-07-02T14:57:00,[心得] 醫美小白的眼袋心得 - 看板facelift - PTT網頁版,,,
[心得] 醫美小白的眼袋心得,https://www.pttweb.cc/bbs/facelift/M.1719903441.A.EFB,,2024-07-02T14:57:00,"[心得] 醫美小白的眼袋心得 ＋收藏 分享 看板 facelift 作者 ulazoo (summer) 時間 1年前 發表 (2024/07/02 14:57) , 1年前 編輯 推噓 59 ( 59 推 0 噓 9 → ) 留言 68則, 64人 參與 , 1年前 最新 討論串 1/1",,,
[心得] 醫美小白的眼袋心得,https://www.pttweb.cc/bbs/facelift/M.1719903441.A.EFB,,2024-07-02T14:57:00,而且不知為何，做完眼袋手術後，黑眼圈好像有淡一些（雖然醫師說眼袋手術不會改善黑 眼圈...）,雖然醫師,,
[分享] 送爸媽去做眼袋手術，內開成果超滿意心得,https://www.pttweb.cc/bbs/facelift/M.1719382059.A.915,,2024-06-26T14:07:00,很常聽到媽媽對自己眼袋的各種嫌棄 也一直都有做眼袋手術的想法 但又捨不得花這個錢 我出社會也一段時間 有存到一些錢就想帶媽媽去動手術 剛好爸爸的眼袋也很明顯 有說過被同事講精神看起來不是很好 就問他要不要陪媽媽一起去順便給醫生看看 原本爸爸還覺得好端端的幹嘛要動手術 後來給他看網路上手術成功的照片 再加上我和媽媽聯手最終被說服成功XD 我甚至還使出「錢通通我來出的」的必殺技 剛好今年是爸媽結婚的30周年 就當作是送他們的禮物,一起去順便給醫生,,
[分享] 送爸媽去做眼袋手術，內開成果超滿意心得,https://www.pttweb.cc/bbs/facelift/M.1719382059.A.915,,2024-06-26T14:07:00,醫生評估媽媽的狀態做內開就可以了 因為我們三個人都不懂醫美 沒接觸過這種手術有點緊張 所以諮詢的時候腦袋一片空白完全不知道要問什麼 不過醫生和接待的護理人員把手術過程、術後照顧和注意事項都說明的很清楚 讓原本對手術非常焦慮的爸媽漸漸感到放心！,不過醫生,因為我們三個人都不懂醫美,
[分享] 送爸媽去做眼袋手術，內開成果超滿意心得,https://www.pttweb.cc/bbs/facelift/M.1719382059.A.915,,2024-06-26T14:07:00,相較起來 爸爸的眼袋就比媽媽就大很多 感覺都快垂到鼻子了 醫生是建議他做內開加外切皮,,,
[分享] 送爸媽去做眼袋手術，內開成果超滿意心得,https://www.pttweb.cc/bbs/facelift/M.1719382059.A.915,,2024-06-26T14:07:00,總結！術後雖然眼睛周圍有點腫和瘀青 但爸媽都有按照醫生及護理小姐姐的指示做保養 媽媽甚至因為擔心眼睛會太乾 每天晚上都乖乖擦診所給的藥膏跟眼藥水 早上起來眼睛黏到好像長蜘蛛網張不開 大概過一個禮拜腫脹和瘀青就都消退了 現在沒有眼袋的樣子非常自然～ 看到爸媽做完變得很有自信很滿意的樣子 覺得這個錢花得太值得了！,爸媽都有按照醫生,每天晚上都乖乖擦診所,
"[問題] 詢問眼袋,微整補淚溝或眼袋內開手術",https://www.pttweb.cc/bbs/facelift/M.1718943658.A.B3E,,2024-06-21T12:20:00,"想收集一下大家的建議,本人二十六歲,眼周問題大約兩到三年有,眼袋屬於浮腫泡泡的類 型,輕微的淚溝~但因為有臥蠶,所以眼袋有時沒睡飽,或是前一晚有喝,眼周腫起來就很像 哭了一整晚,平常用化妝遮還過得去,但今年考慮醫美處理好,有問了兩位醫美經驗滿豐富 的朋友,一位是建議可以微整玻尿酸補淚溝,把凹的部分補平,就能改善原本的狀況,另一位 是覺得直接內開脂肪轉位回填,畢竟淚溝本身不嚴重,應該不需要再去抽自體脂肪回補,想 問大家會怎麼選呢?",,"但今年考慮醫美,有問了兩位醫美",
"[問題] 詢問眼袋,微整補淚溝或眼袋內開手術",https://www.pttweb.cc/bbs/facelift/M.1718943658.A.B3E,,2024-06-21T12:20:00,", 18 F 我是找極緻的杜隆成醫師開，但直接做內開 06/22 02:02 , 18 F → tonlip 06/22 02:02,",極緻的杜隆成醫師,,
"[問題] 詢問眼袋,微整補淚溝或眼袋內開手術",https://www.pttweb.cc/bbs/facelift/M.1718943658.A.B3E,,2024-06-21T12:20:00,", 21 F 完2年多維持很好，眼袋也很吃醫師技術，術 06/22 02:03 , 21 F → tonlip 06/22 02:03,",眼袋也很吃醫師,,
"[問題] 詢問眼袋,微整補淚溝或眼袋內開手術",https://www.pttweb.cc/bbs/facelift/M.1718943658.A.B3E,,2024-06-21T12:20:00,", 27 F 我是直接給余德毅醫生做手術，內開眼袋然 06/24 14:39 , 27 F → Xd85ny 06/24 14:39,",直接給余德毅醫生,,
"[問題] 詢問眼袋,微整補淚溝或眼袋內開手術",https://www.pttweb.cc/bbs/facelift/M.1718943658.A.B3E,,2024-06-21T12:20:00,", 31 F 多問幾位醫生的建議 內開我會推群英的 06/24 19:45 , 31 F → vicky6572 06/24 19:45,",多問幾位醫生,,
"[問題] 詢問眼袋,微整補淚溝或眼袋內開手術",https://www.pttweb.cc/bbs/facelift/M.1718943658.A.B3E,,2024-06-21T12:20:00,", 33 F 眼袋問題一率大推名悅的李京軒醫生!如 06/26 14:49 , 33 F → ayang31396 06/26 14:49,",名悅的李京軒醫生,,
"[問題] 詢問眼袋,微整補淚溝或眼袋內開手術",https://www.pttweb.cc/bbs/facelift/M.1718943658.A.B3E,,2024-06-21T12:20:00,", 38 F 我是找儷人鍾醫師做眼袋內開回填，做完 06/30 09:22 , 38 F → yunghungt 06/30 09:22,",我是找儷人鍾醫師,,
[討論] 有人找錢逸群醫師做過內開眼袋的嗎,https://www.pttweb.cc/bbs/facelift/M.1718777005.A.FD0,,2024-06-19T14:03:00,[討論] 有人找錢逸群醫師做過內開眼袋的嗎 - 看板facelift - PTT網頁版,有人找錢逸群醫師,,
[討論] 有人找錢逸群醫師做過內開眼袋的嗎,https://www.pttweb.cc/bbs/facelift/M.1718777005.A.FD0,,2024-06-19T14:03:00,"[討論] 有人找錢逸群醫師做過內開眼袋的嗎 ＋收藏 分享 看板 facelift 作者 teduti (打東東) 時間 1年前 發表 (2024/06/19 14:03) , 編輯 推噓 7 ( 7 推 0 噓 12 → ) 留言 19則, 8人 參與 , 1年前 最新 討論串 1/1",有人找錢逸群醫師,,
[討論] 有人找錢逸群醫師做過內開眼袋的嗎,https://www.pttweb.cc/bbs/facelift/M.1718777005.A.FD0,,2024-06-19T14:03:00,目前的狀況是有眼袋又有淚溝 加上又是念設計類的 熬夜趕圖根本是基本標配 目前諮詢了很多醫師 錢逸群醫師給我的感覺是最專業又低調 而且以前的案例我都蠻喜歡的 所以想先上來問問大家有沒有找他做過呢 之後維持度好嗎 另外恢復期大概多久呢,"前諮詢了很多醫師,錢逸群醫師",,
[討論] 有人找錢逸群醫師做過內開眼袋的嗎,https://www.pttweb.cc/bbs/facelift/M.1718777005.A.FD0,,2024-06-19T14:03:00,", 7 F 不錯 當初想說要不要補脂 諮詢醫生說我可 06/20 07:50 , 7 F → naive 06/20 07:50,",諮詢醫生,,
[問題] 過敏型黑眼圈 熊貓針/魔法針哪個好？,https://www.pttweb.cc/bbs/facelift/M.1718599667.A.BE9,,2024-06-17T12:47:00,", 16 F 重還是淚溝比較嚴重 06/17 14:44 , 16 F 感謝各位回覆 看下來熊貓針好像還不錯（？ 我是覺得我的黑眼圈是黑色素比較嚴重 不過其實也不太確定啦可能要再問醫生 就是有時候熬夜太累淚溝會更深一點 至於雷射部分我再來研究一下",啦可能要再問醫生,,
[問題] 求楊善淳眼袋手術評價,https://www.pttweb.cc/bbs/facelift/M.1718599171.A.215,,2024-06-17T12:39:00,之前給楊做過隆乳手術 覺得他是一位很好溝通而且很親切的醫師 對於手術效果我也很滿意 剛好他又是整形外科想說眼袋一起給他做 但爬文爬不太到評價所以上來問問 做完眼袋應該不會有復發的可能吧？,而且很親切的醫師,,
[問題] 眼袋手術+淚溝蘋果肌補脂恢復期,https://www.pttweb.cc/bbs/facelift/M.1717669609.A.06C,,2024-06-06T18:26:00,6/1去做眼袋內開+淚溝蘋果肌補脂 術前有和醫生溝通不希望是太澎太飽滿的狀態 所以最後是左邊4.3cc 右邊4.2cc 以醫生的案例看起來他認為是偏少，甚至消腫完我會覺得不夠,術前有和醫生,,
[問題] 眼袋手術+淚溝蘋果肌補脂恢復期,https://www.pttweb.cc/bbs/facelift/M.1717669609.A.06C,,2024-06-06T18:26:00,", 44 F 瘀青可以先問看看醫院，補脂不能熱敷 06/08 18:46 , 44 F → mellsweety 06/08 18:46,",,瘀青可以先問看看醫院,
淚溝困擾 想先徵詢一下方向,https://www.pttweb.cc/bbs/facelift/M.1717222586.A.FEC,,2024-06-01T14:16:00,比較不考慮打填充物 希望能推薦大台北地區醫生 淚溝補脂 謝謝,薦大台北地區醫生,,台北
淚溝困擾 想先徵詢一下方向,https://www.pttweb.cc/bbs/facelift/M.1717222586.A.FEC,,2024-06-01T14:16:00,", 10 F 推薦君綺的黃永瀚醫生，我直接做淚溝 06/20 23:10 , 10 F → gamer22314 06/20 23:10,",君綺的黃永瀚醫生,,
[問題] [請益]需要再做一次眼袋手術嗎,https://www.pttweb.cc/bbs/facelift/M.1717162356.A.316,,2024-05-31T21:32:00,最近開始預約幾間診所諮詢 目前諮詢了3間 評估的結果讓我猶豫到底該不該做 家人朋友都覺得不明顯，只有笑起來或是動態的時候眼袋會跑出來，我最在意的是拍照起來那兩坨好明顯…,,最近開始預約幾間診所,
[問題] [請益]需要再做一次眼袋手術嗎,https://www.pttweb.cc/bbs/facelift/M.1717162356.A.316,,2024-05-31T21:32:00,3. 第三間 內開轉位回填+ 韌帶鬆解 6萬 醫師說後續做完覺得凹再打玻尿酸改善凹陷即可,,,
[問題] 眼袋手術診所推薦（要有專業麻醉師,https://www.pttweb.cc/bbs/facelift/M.1716220239.A.18C,,2024-05-20T23:50:00,[問題] 眼袋手術診所推薦（要有專業麻醉師 - 看板facelift - PTT網頁版,,眼袋手術診所,
[問題] 眼袋手術診所推薦（要有專業麻醉師,https://www.pttweb.cc/bbs/facelift/M.1716220239.A.18C,,2024-05-20T23:50:00,"[問題] 眼袋手術診所推薦（要有專業麻醉師 ＋收藏 分享 看板 facelift 作者 u000161 (00+11) 時間 1年前 發表 (2024/05/20 23:50) , 編輯 推噓 8 ( 8 推 0 噓 14 → ) 留言 22則, 9人 參與 , 1年前 最新 討論串 1/1",,眼袋手術診所,
